time,speed
0:01:00,0
0:01:00,1
0:01:00,1
0:01:00,1
0:01:00,1
0:01:01,1
0:01:01,1
0:01:01,1
0:01:01,1
0:01:01,1
0:01:01,1
0:01:01,1
0:01:01,1
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:01,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:02,0
0:01:03,0
0:01:04,0
0:01:05,0
0:01:06,0
0:01:07,0
0:01:07,0
0:01:07,0
0:01:07,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:08,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:09,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:10,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:11,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:12,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:13,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:14,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:15,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:16,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:17,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:18,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
0:01:19,0
