time_seconds,time,speed
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4258,1:10:58,1
4259,1:10:59,1
4259,1:10:59,1
4259,1:10:59,1
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4259,1:10:59,0
4260,1:11:00,0
4260,1:11:00,0
4262,1:11:02,0
4263,1:11:03,0
4263,1:11:03,0
4263,1:11:03,0
